#iter.	 ime 	 mass 	 bozon 	 px1 	 py1 	 pz1 	 px2 	 py2 	 pz2
8358. 	b	4.18	0	0.56	-7.04	-57.62	13.44	-56.96	-28.38
8359. 	b	4.18	0	0.88	8.14	-64.32	21.12	65.86	-31.68
8360. 	b	4.18	0	0.08	-3.3	-6.7	1.92	-26.7	-3.3
8361. 	b	4.18	0	-1.2	10.12	26.8	-28.8	81.88	13.2
8362. 	b	4.18	0	0.16	-0.44	49.58	3.84	-3.56	24.42
8363. 	Tau	1.777	0	-2	10.56	10.72	-48	85.44	5.28
8364. 	b	4.18	0	3.12	-8.36	12.06	74.88	-67.64	5.94
8365. 	W	80.379	1	-2.48	3.52	61.64	-59.52	28.48	30.36
8366. 	b	4.18	0	3.6	7.7	2.68	86.4	62.3	1.32
8367. 	b	4.18	0	-0.08	-5.06	62.98	-1.92	-40.94	31.02
8368. 	b	4.18	0	-0.56	-8.58	-13.4	-13.44	-69.42	-6.6
8369. 	b	4.18	0	-1.36	-4.62	-13.4	-32.64	-37.38	-6.6
8370. 	b	4.18	0	-0.8	7.26	-18.76	-19.2	58.74	-9.24
8371. 	W	80.379	1	-3.52	8.36	26.8	-84.48	67.64	13.2
8372. 	Tau	1.777	0	-1.92	-8.58	30.82	-46.08	-69.42	15.18
8373. 	Tau	1.777	0	-1.92	5.5	-38.86	-46.08	44.5	-19.14
8374. 	W	80.379	1	-3.04	-0.88	-40.2	-72.96	-7.12	-19.8
8375. 	W	80.379	1	-2.64	7.04	-58.96	-63.36	56.96	-29.04
8376. 	b	4.18	0	3.44	-5.06	-60.3	82.56	-40.94	-29.7
8377. 	b	4.18	0	2.56	-5.5	29.48	61.44	-44.5	14.52
8378. 	b	4.18	0	-0.16	5.72	67	-3.84	46.28	33
8379. 	W	80.379	1	-3.36	8.58	-2.68	-80.64	69.42	-1.32
8380. 	b	4.18	0	1.76	-6.16	2.68	42.24	-49.84	1.32
8381. 	b	4.18	0	3.84	6.6	16.08	92.16	53.4	7.92
8382. 	b	4.18	0	2.88	-9.02	-5.36	69.12	-72.98	-2.64
8383. 	b	4.18	0	0.56	-7.04	26.8	13.44	-56.96	13.2
8384. 	b	4.18	0	-1.12	10.12	21.44	-26.88	81.88	10.56
8385. 	b	4.18	0	-0.32	6.6	-1.34	-7.68	53.4	-0.66
8386. 	Tau	1.777	0	-1.92	6.38	36.18	-46.08	51.62	17.82
8387. 	b	4.18	0	3.76	-8.8	1.34	90.24	-71.2	0.66
8388. 	Tau	1.777	0	-1.84	-5.5	-5.36	-44.16	-44.5	-2.64
8389. 	Z	91.187	1	-1.76	-3.96	-33.5	-42.24	-32.04	-16.5
8390. 	W	80.379	1	-2.4	4.84	-42.88	-57.6	39.16	-21.12
8391. 	W	80.379	1	-3.52	7.7	29.48	-84.48	62.3	14.52
8392. 	Z	91.187	1	-1.76	4.4	17.42	-42.24	35.6	8.58
8393. 	b	4.18	0	1.76	-9.24	16.08	42.24	-74.76	7.92
8394. 	b	4.18	0	1.92	-10.12	-34.84	46.08	-81.88	-17.16
8395. 	b	4.18	0	1.6	-3.3	25.46	38.4	-26.7	12.54
8396. 	b	4.18	0	2.72	-4.18	17.42	65.28	-33.82	8.58
8397. 	W	80.379	1	-3.52	-1.54	57.62	-84.48	-12.46	28.38
8398. 	Z	91.187	1	-1.68	-10.56	-44.22	-40.32	-85.44	-21.78
8399. 	W	80.379	1	-3.44	-9.46	49.58	-82.56	-76.54	24.42
8400. 	b	4.18	0	0.16	-5.72	-20.1	3.84	-46.28	-9.9
8401. 	W	80.379	1	-2.48	0	12.06	-59.52	0	5.94
8402. 	b	4.18	0	-0.48	11	-21.44	-11.52	89	-10.56
8403. 	b	4.18	0	1.12	-2.42	65.66	26.88	-19.58	32.34
8404. 	W	80.379	1	-2.4	9.02	-30.82	-57.6	72.98	-15.18
8405. 	W	80.379	1	-3.92	7.26	38.86	-94.08	58.74	19.14
8406. 	b	4.18	0	1.12	10.78	-37.52	26.88	87.22	-18.48
8407. 	W	80.379	1	-3.2	-0.88	-64.32	-76.8	-7.12	-31.68
8408. 	b	4.18	0	0.16	8.58	-50.92	3.84	69.42	-25.08
8409. 	b	4.18	0	-0.24	8.36	-64.32	-5.76	67.64	-31.68
8410. 	b	4.18	0	1.04	5.72	61.64	24.96	46.28	30.36
8411. 	Tau	1.777	0	-1.92	-3.52	-5.36	-46.08	-28.48	-2.64
8412. 	b	4.18	0	0.08	5.72	6.7	1.92	46.28	3.3
8413. 	b	4.18	0	2.24	-2.42	-58.96	53.76	-19.58	-29.04
8414. 	b	4.18	0	0.16	3.3	-6.7	3.84	26.7	-3.3
8415. 	b	4.18	0	1.12	2.42	21.44	26.88	19.58	10.56
8416. 	W	80.379	1	-3.28	-2.64	52.26	-78.72	-21.36	25.74
8417. 	b	4.18	0	-1.36	5.28	-60.3	-32.64	42.72	-29.7
8418. 	b	4.18	0	0.72	-9.46	1.34	17.28	-76.54	0.66
8419. 	b	4.18	0	-1.12	7.92	-46.9	-26.88	64.08	-23.1
8420. 	b	4.18	0	1.12	6.82	42.88	26.88	55.18	21.12
8421. 	b	4.18	0	-1.28	-1.76	49.58	-30.72	-14.24	24.42
8422. 	b	4.18	0	3.44	3.52	-48.24	82.56	28.48	-23.76
8423. 	b	4.18	0	-0.32	-8.36	-13.4	-7.68	-67.64	-6.6
8424. 	Z	91.187	1	-1.6	5.5	64.32	-38.4	44.5	31.68
8425. 	b	4.18	0	-0.16	1.1	25.46	-3.84	8.9	12.54
8426. 	Z	91.187	1	-1.6	1.76	-40.2	-38.4	14.24	-19.8
8427. 	b	4.18	0	3.68	2.2	12.06	88.32	17.8	5.94
8428. 	W	80.379	1	-3.12	0.44	-58.96	-74.88	3.56	-29.04
8429. 	W	80.379	1	-2.32	0.44	-62.98	-55.68	3.56	-31.02
8430. 	W	80.379	1	-3.84	10.12	-62.98	-92.16	81.88	-31.02
8431. 	W	80.379	1	-2.56	-6.16	58.96	-61.44	-49.84	29.04
8432. 	b	4.18	0	-0.16	7.26	2.68	-3.84	58.74	1.32
8433. 	b	4.18	0	4	6.16	-13.4	96	49.84	-6.6
8434. 	b	4.18	0	1.36	4.84	30.82	32.64	39.16	15.18
8435. 	b	4.18	0	1.84	10.78	-34.84	44.16	87.22	-17.16
8436. 	W	80.379	1	-3.28	4.84	-8.04	-78.72	39.16	-3.96
8437. 	b	4.18	0	1.04	-5.94	-57.62	24.96	-48.06	-28.38
8438. 	b	4.18	0	3.68	-3.52	60.3	88.32	-28.48	29.7
8439. 	b	4.18	0	2.4	0.88	24.12	57.6	7.12	11.88
8440. 	Tau	1.777	0	-49.28	80.36	49.68	-6.72	17.64	4.32
8441. 	b	4.18	0	-1.76	-67.24	1.84	-0.24	-14.76	0.16
8442. 	b	4.18	0	52.8	-75.44	46	7.2	-16.56	4
8443. 	b	4.18	0	-26.4	63.96	68.08	-3.6	14.04	5.92
8444. 	W	80.379	1	-51.04	26.24	-80.96	-6.96	5.76	-7.04
8445. 	b	4.18	0	-26.4	18.04	38.64	-3.6	3.96	3.36
8446. 	b	4.18	0	-1.76	-8.2	69.92	-0.24	-1.8	6.08
8447. 	b	4.18	0	31.68	70.52	-77.28	4.32	15.48	-6.72
8448. 	b	4.18	0	88	-8.2	-62.56	12	-1.8	-5.44
8449. 	b	4.18	0	-33.44	-63.96	16.56	-4.56	-14.04	1.44
8450. 	b	4.18	0	51.04	-31.16	-27.6	6.96	-6.84	-2.4
8451. 	b	4.18	0	68.64	-57.4	-53.36	9.36	-12.6	-4.64
8452. 	Tau	1.777	0	-42.24	1.64	55.2	-5.76	0.36	4.8
8453. 	b	4.18	0	52.8	18.04	-47.84	7.2	3.96	-4.16
8454. 	b	4.18	0	56.32	39.36	-51.52	7.68	8.64	-4.48
8455. 	W	80.379	1	-72.16	18.04	-68.08	-9.84	3.96	-5.92
8456. 	b	4.18	0	54.56	-4.92	88.32	7.44	-1.08	7.68
8457. 	b	4.18	0	84.48	-77.08	-14.72	11.52	-16.92	-1.28
8458. 	Z	91.187	1	-38.72	78.72	46	-5.28	17.28	4
8459. 	b	4.18	0	21.12	22.96	57.04	2.88	5.04	4.96
8460. 	b	4.18	0	61.6	-3.28	69.92	8.4	-0.72	6.08
8461. 	W	80.379	1	-79.2	1.64	-53.36	-10.8	0.36	-4.64
8462. 	b	4.18	0	54.56	-3.28	90.16	7.44	-0.72	7.84
8463. 	b	4.18	0	-31.68	-21.32	-18.4	-4.32	-4.68	-1.6
8464. 	b	4.18	0	72.16	-41	25.76	9.84	-9	2.24
8465. 	b	4.18	0	47.52	-75.44	7.36	6.48	-16.56	0.64
8466. 	b	4.18	0	-5.28	65.6	-71.76	-0.72	14.4	-6.24
8467. 	b	4.18	0	-8.8	-68.88	5.52	-1.2	-15.12	0.48
8468. 	b	4.18	0	72.16	8.2	20.24	9.84	1.8	1.76
8469. 	W	80.379	1	-84.48	-42.64	75.44	-11.52	-9.36	6.56
8470. 	b	4.18	0	-8.8	60.68	-55.2	-1.2	13.32	-4.8
8471. 	b	4.18	0	-14.08	8.2	55.2	-1.92	1.8	4.8
8472. 	b	4.18	0	80.96	-26.24	-62.56	11.04	-5.76	-5.44
8473. 	Z	91.187	1	-36.96	14.76	79.12	-5.04	3.24	6.88
8474. 	Z	91.187	1	-35.2	0	9.2	-4.8	0	0.8
8475. 	b	4.18	0	-29.92	-45.92	55.2	-4.08	-10.08	4.8
8476. 	b	4.18	0	80.96	24.6	33.12	11.04	5.4	2.88
8477. 	b	4.18	0	-19.36	70.52	58.88	-2.64	15.48	5.12
8478. 	b	4.18	0	59.84	77.08	16.56	8.16	16.92	1.44
8479. 	b	4.18	0	-24.64	-59.04	-77.28	-3.36	-12.96	-6.72
8480. 	Tau	1.777	0	-45.76	77.08	-12.88	-6.24	16.92	-1.12
8481. 	b	4.18	0	14.08	-8.2	84.64	1.92	-1.8	7.36
8482. 	b	4.18	0	12.32	-65.6	64.4	1.68	-14.4	5.6
8483. 	b	4.18	0	-3.52	62.32	69.92	-0.48	13.68	6.08
8484. 	b	4.18	0	82.72	57.4	-27.6	11.28	12.6	-2.4
8485. 	b	4.18	0	15.84	-8.2	27.6	2.16	-1.8	2.4
8486. 	b	4.18	0	1.76	42.64	84.64	0.24	9.36	7.36
8487. 	W	80.379	1	-51.04	19.68	62.56	-6.96	4.32	5.44
8488. 	b	4.18	0	28.16	80.36	0	3.84	17.64	0
8489. 	b	4.18	0	80.96	63.96	58.88	11.04	14.04	5.12
8490. 	W	80.379	1	-86.24	60.68	69.92	-11.76	13.32	6.08
8491. 	W	80.379	1	-84.48	-59.04	55.2	-11.52	-12.96	4.8
8492. 	b	4.18	0	33.44	-73.8	-16.56	4.56	-16.2	-1.44
8493. 	Z	91.187	1	-36.96	-73.8	-55.2	-5.04	-16.2	-4.8
8494. 	b	4.18	0	17.6	-50.84	36.8	2.4	-11.16	3.2
8495. 	W	80.379	1	-52.8	24.6	0	-7.2	5.4	0
8496. 	b	4.18	0	22.88	-57.4	-31.28	3.12	-12.6	-2.72
8497. 	b	4.18	0	77.44	-67.24	82.8	10.56	-14.76	7.2
8498. 	b	4.18	0	14.08	36.08	-44.16	1.92	7.92	-3.84
8499. 	W	80.379	1	-86.24	-32.8	86.48	-11.76	-7.2	7.52
8500. 	W	80.379	1	-82.72	-75.44	38.64	-11.28	-16.56	3.36
8501. 	W	80.379	1	-80.96	22.96	90.16	-11.04	5.04	7.84
8502. 	Tau	1.777	0	-44	-55.76	23.92	-6	-12.24	2.08
8503. 	b	4.18	0	26.4	34.44	-53.36	3.6	7.56	-4.64
8504. 	b	4.18	0	86.24	59.04	51.52	11.76	12.96	4.48
8505. 	Tau	1.777	0	-44	21.32	-57.04	-6	4.68	-4.96
8506. 	b	4.18	0	68.64	-34.44	-40.48	9.36	-7.56	-3.52
8507. 	b	4.18	0	75.68	77.08	-1.84	10.32	16.92	-0.16
8508. 	b	4.18	0	42.24	45.92	75.44	5.76	10.08	6.56
8509. 	W	80.379	1	-51.04	-39.36	71.76	-6.96	-8.64	6.24
8510. 	W	80.379	1	-86.24	-4.92	-66.24	-11.76	-1.08	-5.76
8511. 	b	4.18	0	68.64	62.32	-14.72	9.36	13.68	-1.28
8512. 	b	4.18	0	-31.68	-63.96	-68.08	-4.32	-14.04	-5.92
8513. 	b	4.18	0	14.08	27.88	82.8	1.92	6.12	7.2
8514. 	b	4.18	0	79.2	-45.92	16.56	10.8	-10.08	1.44
8515. 	b	4.18	0	72.16	-32.8	-49.68	9.84	-7.2	-4.32
8516. 	W	80.379	1	-59.84	42.64	73.6	-8.16	9.36	6.4
8517. 	b	4.18	0	54.56	-80.36	-22.08	7.44	-17.64	-1.92
8518. 	b	4.18	0	21.12	-50.84	-49.68	2.88	-11.16	-4.32
8519. 	b	4.18	0	29.92	-18.04	29.44	4.08	-3.96	2.56
8520. 	W	80.379	1	-61.6	-41	55.2	-8.4	-9	4.8
8521. 	b	4.18	0	40.48	-13.12	-44.16	5.52	-2.88	-3.84
8522. 	b	4.18	0	61.6	-50.84	73.6	8.4	-11.16	6.4
8523. 	b	4.18	0	-8.8	-24.6	-5.52	-1.2	-5.4	-0.48
8524. 	b	4.18	0	-15.84	42.64	-7.36	-2.16	9.36	-0.64
8525. 	b	4.18	0	7.04	-47.56	-33.12	0.96	-10.44	-2.88
8526. 	Z	91.187	1	-36.96	-49.2	-25.76	-5.04	-10.8	-2.24
8527. 	b	4.18	0	1.76	39.36	18.4	0.24	8.64	1.6
8528. 	b	4.18	0	38.72	4.92	34.96	5.28	1.08	3.04
8529. 	W	80.379	1	-59.84	-19.68	-25.76	-8.16	-4.32	-2.24
8530. 	b	4.18	0	19.36	-31.16	7.36	2.64	-6.84	0.64
8531. 	b	4.18	0	58.08	-11.48	-25.76	7.92	-2.52	-2.24
8532. 	Z	91.187	1	-35.2	57.4	-36.8	-4.8	12.6	-3.2
8533. 	b	4.18	0	88	65.6	34.96	12	14.4	3.04
8534. 	W	80.379	1	-63.36	-41	55.2	-8.64	-9	4.8
8535. 	W	80.379	1	-51.04	-4.92	44.16	-6.96	-1.08	3.84
8536. 	Tau	1.777	0	-44	-21.32	51.52	-6	-4.68	4.48
8537. 	W	80.379	1	-72.16	72.16	-7.36	-9.84	15.84	-0.64
8538. 	W	80.379	1	-56.32	78.72	25.76	-7.68	17.28	2.24
8539. 	b	4.18	0	80.96	-78.72	36.8	11.04	-17.28	3.2
8540. 	b	4.18	0	77.44	-14.76	9.2	10.56	-3.24	0.8
8541. 	W	80.379	1	-80.96	44.28	12.88	-11.04	9.72	1.12
8542. 	W	80.379	1	-63.36	21.32	29.44	-8.64	4.68	2.56
8543. 	b	4.18	0	40.48	50.84	-46	5.52	11.16	-4
8544. 	b	4.18	0	19.36	77.08	79.12	2.64	16.92	6.88
8545. 	W	80.379	1	-86.24	22.96	38.64	-11.76	5.04	3.36
8546. 	b	4.18	0	77.44	73.8	-44.16	10.56	16.2	-3.84
8547. 	b	4.18	0	-1.76	73.8	-88.32	-0.24	16.2	-7.68
8548. 	b	4.18	0	-17.6	-59.04	-73.6	-2.4	-12.96	-6.4
8549. 	b	4.18	0	54.56	-47.56	-31.28	7.44	-10.44	-2.72
8550. 	b	4.18	0	-14.08	57.4	53.36	-1.92	12.6	4.64
8551. 	W	80.379	1	-56.32	-16.4	3.68	-7.68	-3.6	0.32
8552. 	b	4.18	0	88	29.52	-38.64	12	6.48	-3.36
8553. 	b	4.18	0	10.56	78.72	68.08	1.44	17.28	5.92
8554. 	b	4.18	0	-14.08	-11.48	-80.96	-1.92	-2.52	-7.04
8555. 	b	4.18	0	65.12	-47.56	14.72	8.88	-10.44	1.28
8556. 	b	4.18	0	31.68	19.68	-68.08	4.32	4.32	-5.92
8557. 	Z	91.187	1	-36.96	13.12	-46	-5.04	2.88	-4
8558. 	b	4.18	0	-19.36	-29.52	-9.2	-2.64	-6.48	-0.8
8559. 	b	4.18	0	63.36	73.8	44.16	8.64	16.2	3.84
8560. 	W	80.379	1	-77.44	-39.36	3.68	-10.56	-8.64	0.32
8561. 	b	4.18	0	-8.8	-26.24	23.92	-1.2	-5.76	2.08
8562. 	b	4.18	0	22.88	49.2	12.88	3.12	10.8	1.12
8563. 	b	4.18	0	51.04	32.8	-60.72	6.96	7.2	-5.28
8564. 	W	80.379	1	-54.56	-36.08	-58.88	-7.44	-7.92	-5.12
8565. 	b	4.18	0	-7.04	-77.08	51.52	-0.96	-16.92	4.48
8566. 	b	4.18	0	35.2	8.2	66.24	4.8	1.8	5.76
8567. 	b	4.18	0	-15.84	9.84	20.24	-2.16	2.16	1.76
8568. 	b	4.18	0	63.36	0	60.72	8.64	0	5.28
8569. 	b	4.18	0	28.16	-36.08	-53.36	3.84	-7.92	-4.64
8570. 	W	80.379	1	-52.8	-27.88	-68.08	-7.2	-6.12	-5.92
8571. 	b	4.18	0	56.32	-16.4	-88.32	7.68	-3.6	-7.68
8572. 	Tau	1.777	0	-42.24	-27.88	18.4	-5.76	-6.12	1.6
8573. 	b	4.18	0	7.04	-77.08	29.44	0.96	-16.92	2.56
8574. 	b	4.18	0	38.72	-65.6	88.32	5.28	-14.4	7.68
8575. 	b	4.18	0	49.28	-72.16	3.68	6.72	-15.84	0.32
8576. 	W	80.379	1	-86.24	42.64	-3.68	-11.76	9.36	-0.32
8577. 	b	4.18	0	88	-54.12	-1.84	12	-11.88	-0.16
8578. 	Tau	1.777	0	-49.28	82	25.76	-6.72	18	2.24
8579. 	Z	91.187	1	-38.72	26.24	-80.96	-5.28	5.76	-7.04
8580. 	b	4.18	0	77.44	-63.96	58.88	10.56	-14.04	5.12
8581. 	b	4.18	0	54.56	-26.24	-88.32	7.44	-5.76	-7.68
8582. 	b	4.18	0	-28.16	73.8	86.48	-3.84	16.2	7.52
8583. 	Tau	1.777	0	-42.24	-18.04	-90.16	-5.76	-3.96	-7.84
8584. 	b	4.18	0	29.92	-70.52	62.56	4.08	-15.48	5.44
8585. 	b	4.18	0	58.08	-36.08	33.12	7.92	-7.92	2.88
8586. 	b	4.18	0	38.72	50.84	-33.12	5.28	11.16	-2.88
8587. 	b	4.18	0	61.6	-21.32	69.92	8.4	-4.68	6.08
8588. 	W	80.379	1	-63.36	-3.28	0	-8.64	-0.72	0
8589. 	W	80.379	1	-54.56	42.64	5.52	-7.44	9.36	0.48
8590. 	b	4.18	0	35.2	32.8	49.68	4.8	7.2	4.32
8591. 	b	4.18	0	33.44	21.32	49.68	4.56	4.68	4.32
8592. 	b	4.18	0	51.04	-44.28	23.92	6.96	-9.72	2.08
8593. 	b	4.18	0	80.96	-70.52	-73.6	11.04	-15.48	-6.4
8594. 	b	4.18	0	59.84	37.72	55.2	8.16	8.28	4.8
8595. 	W	80.379	1	-77.44	-44.28	-5.52	-10.56	-9.72	-0.48
8596. 	b	4.18	0	70.4	55.76	-75.44	9.6	12.24	-6.56
8597. 	W	80.379	1	-86.24	4.92	60.72	-11.76	1.08	5.28
8598. 	b	4.18	0	70.4	-60.68	-34.96	9.6	-13.32	-3.04
8599. 	b	4.18	0	70.4	78.72	-68.08	9.6	17.28	-5.92
8600. 	b	4.18	0	-8.8	-11.48	57.04	-1.2	-2.52	4.96
8601. 	b	4.18	0	40.48	-13.12	25.76	5.52	-2.88	2.24
8602. 	b	4.18	0	38.72	73.8	3.68	5.28	16.2	0.32
8603. 	W	80.379	1	-82.72	-24.6	-64.4	-11.28	-5.4	-5.6
8604. 	b	4.18	0	80.96	-18.04	-57.04	11.04	-3.96	-4.96
8605. 	W	80.379	1	-61.6	34.44	1.84	-8.4	7.56	0.16
8606. 	b	4.18	0	88	-32.8	51.52	12	-7.2	4.48
8607. 	b	4.18	0	72.16	-22.96	77.28	9.84	-5.04	6.72
8608. 	W	80.379	1	-75.68	-78.72	38.64	-10.32	-17.28	3.36
8609. 	b	4.18	0	-1.76	6.56	86.48	-0.24	1.44	7.52
8610. 	Tau	1.777	0	-45.76	52.48	42.32	-6.24	11.52	3.68
8611. 	b	4.18	0	38.72	80.36	16.56	5.28	17.64	1.44
8612. 	b	4.18	0	68.64	75.44	90.16	9.36	16.56	7.84
8613. 	b	4.18	0	52.8	-68.88	12.88	7.2	-15.12	1.12
8614. 	W	80.379	1	-73.92	36.08	-7.36	-10.08	7.92	-0.64
8615. 	b	4.18	0	5.28	49.2	3.68	0.72	10.8	0.32
8616. 	b	4.18	0	75.68	-14.76	57.04	10.32	-3.24	4.96
8617. 	b	4.18	0	-22.88	-1.64	44.16	-3.12	-0.36	3.84
8618. 	b	4.18	0	80.96	16.4	-29.44	11.04	3.6	-2.56
8619. 	b	4.18	0	12.32	-63.96	53.36	1.68	-14.04	4.64
8620. 	b	4.18	0	80.96	-55.76	-57.04	11.04	-12.24	-4.96
8621. 	Tau	1.777	0	-47.52	-63.96	-11.04	-6.48	-14.04	-0.96
8622. 	W	80.379	1	-68.64	-8.2	-36.8	-9.36	-1.8	-3.2
8623. 	W	80.379	1	-72.16	34.44	-47.84	-9.84	7.56	-4.16
8624. 	b	4.18	0	-7.04	-19.68	51.52	-0.96	-4.32	4.48
8625. 	W	80.379	1	-59.84	65.6	-9.2	-8.16	14.4	-0.8
8626. 	b	4.18	0	-7.04	80.36	57.04	-0.96	17.64	4.96
8627. 	b	4.18	0	-7.04	57.4	53.36	-0.96	12.6	4.64
8628. 	b	4.18	0	33.44	-65.6	42.32	4.56	-14.4	3.68
8629. 	b	4.18	0	7.04	-41	25.76	0.96	-9	2.24
8630. 	b	4.18	0	63.36	37.72	55.2	8.64	8.28	4.8
8631. 	Z	91.187	1	-36.96	34.44	-75.44	-5.04	7.56	-6.56
8632. 	b	4.18	0	63.36	-18.04	-79.12	8.64	-3.96	-6.88
8633. 	b	4.18	0	59.84	65.6	-36.8	8.16	14.4	-3.2
8634. 	b	4.18	0	21.12	52.48	-53.36	2.88	11.52	-4.64
8635. 	b	4.18	0	52.8	-77.08	-34.96	7.2	-16.92	-3.04
8636. 	b	4.18	0	-8.8	59.04	-49.68	-1.2	12.96	-4.32
8637. 	b	4.18	0	80.96	-59.04	40.48	11.04	-12.96	3.52
8638. 	b	4.18	0	-10.56	-44.28	40.48	-1.44	-9.72	3.52
8639. 	b	4.18	0	58.08	-55.76	62.56	7.92	-12.24	5.44
8640. 	W	80.379	1	-70.4	-32.8	71.76	-9.6	-7.2	6.24
8641. 	W	80.379	1	-86.24	36.08	36.8	-11.76	7.92	3.2
8642. 	b	4.18	0	75.68	36.08	-68.08	10.32	7.92	-5.92
8643. 	b	4.18	0	70.4	67.24	-9.2	9.6	14.76	-0.8
8644. 	b	4.18	0	-19.36	-55.76	79.12	-2.64	-12.24	6.88
8645. 	b	4.18	0	80.96	-59.04	-84.64	11.04	-12.96	-7.36
8646. 	W	80.379	1	-79.2	-31.16	-49.68	-10.8	-6.84	-4.32
8647. 	b	4.18	0	7.04	13.12	69.92	0.96	2.88	6.08
8648. 	b	4.18	0	-22.88	-34.44	-53.36	-3.12	-7.56	-4.64
8649. 	b	4.18	0	7.04	16.4	-44.16	0.96	3.6	-3.84
8650. 	b	4.18	0	-7.04	-27.88	71.76	-0.96	-6.12	6.24
8651. 	b	4.18	0	14.08	-78.72	-47.84	1.92	-17.28	-4.16
8652. 	b	4.18	0	22.88	68.88	7.36	3.12	15.12	0.64
8653. 	b	4.18	0	58.08	-27.88	57.04	7.92	-6.12	4.96
8654. 	W	80.379	1	-70.4	-49.2	7.36	-9.6	-10.8	0.64
8655. 	W	80.379	1	-80.96	77.08	11.04	-11.04	16.92	0.96
8656. 	b	4.18	0	58.08	39.36	18.4	7.92	8.64	1.6
8657. 	b	4.18	0	28.16	-29.52	51.52	3.84	-6.48	4.48
8658. 	b	4.18	0	15.84	6.56	86.48	2.16	1.44	7.52
8659. 	b	4.18	0	36.96	19.68	33.12	5.04	4.32	2.88
8660. 	b	4.18	0	21.12	-70.52	-40.48	2.88	-15.48	-3.52
8661. 	W	80.379	1	-68.64	-70.52	62.56	-9.36	-15.48	5.44
8662. 	b	4.18	0	24.64	-47.56	-49.68	3.36	-10.44	-4.32
8663. 	b	4.18	0	40.48	-72.16	-46	5.52	-15.84	-4
8664. 	b	4.18	0	70.4	-44.28	-29.44	9.6	-9.72	-2.56
8665. 	W	80.379	1	-54.56	-32.8	-82.8	-7.44	-7.2	-7.2
8666. 	W	80.379	1	-72.16	-47.56	-7.36	-9.84	-10.44	-0.64
8667. 	Tau	1.777	0	-45.76	27.88	82.8	-6.24	6.12	7.2
8668. 	W	80.379	1	-54.56	-65.6	-44.16	-7.44	-14.4	-3.84
8669. 	Tau	1.777	0	-42.24	-62.32	-14.72	-5.76	-13.68	-1.28
8670. 	b	4.18	0	52.8	-6.56	12.88	7.2	-1.44	1.12
8671. 	b	4.18	0	-1.76	-68.88	-57.04	-0.24	-15.12	-4.96
8672. 	b	4.18	0	33.44	75.44	69.92	4.56	16.56	6.08
8673. 	b	4.18	0	1.76	-39.36	-29.44	0.24	-8.64	-2.56
8674. 	W	80.379	1	-73.92	-41	11.04	-10.08	-9	0.96
8675. 	b	4.18	0	88	-72.16	7.36	12	-15.84	0.64
8676. 	b	4.18	0	82.72	-36.08	-75.44	11.28	-7.92	-6.56
8677. 	b	4.18	0	3.52	11.48	-46	0.48	2.52	-4
8678. 	b	4.18	0	0	-75.44	86.48	0	-16.56	7.52
8679. 	W	80.379	1	-82.72	-67.24	46	-11.28	-14.76	4
8680. 	b	4.18	0	-12.32	-68.88	-42.32	-1.68	-15.12	-3.68
8681. 	W	80.379	1	-65.12	78.72	5.52	-8.88	17.28	0.48
8682. 	b	4.18	0	82.72	31.16	44.16	11.28	6.84	3.84
8683. 	b	4.18	0	10.56	9.84	44.16	1.44	2.16	3.84
8684. 	b	4.18	0	-33.44	-63.96	18.4	-4.56	-14.04	1.6
8685. 	b	4.18	0	29.92	-59.04	62.56	4.08	-12.96	5.44
8686. 	b	4.18	0	-31.68	31.16	47.84	-4.32	6.84	4.16
8687. 	W	80.379	1	-79.2	55.76	-55.2	-10.8	12.24	-4.8
8688. 	Z	91.187	1	-38.72	-45.92	-80.96	-5.28	-10.08	-7.04
8689. 	b	4.18	0	66.88	14.76	-33.12	9.12	3.24	-2.88
8690. 	W	80.379	1	-63.36	26.24	-44.16	-8.64	5.76	-3.84
8691. 	b	4.18	0	14.08	19.68	-57.04	1.92	4.32	-4.96
8692. 	b	4.18	0	15.84	-24.6	0	2.16	-5.4	0
8693. 	b	4.18	0	15.84	75.44	29.44	2.16	16.56	2.56
8694. 	b	4.18	0	42.24	-78.72	-27.6	5.76	-17.28	-2.4
8695. 	Tau	1.777	0	-45.76	-13.12	-80.96	-6.24	-2.88	-7.04
8696. 	b	4.18	0	-10.56	-54.12	47.84	-1.44	-11.88	4.16
8697. 	W	80.379	1	-59.84	8.2	27.6	-8.16	1.8	2.4
8698. 	b	4.18	0	86.24	-24.6	79.12	11.76	-5.4	6.88
8699. 	b	4.18	0	5.28	70.52	-53.36	0.72	15.48	-4.64
8700. 	W	80.379	1	-61.6	-6.56	-60.72	-8.4	-1.44	-5.28
8701. 	b	4.18	0	19.36	-3.28	68.08	2.64	-0.72	5.92
8702. 	b	4.18	0	21.12	1.64	-80.96	2.88	0.36	-7.04
8703. 	b	4.18	0	63.36	22.96	46	8.64	5.04	4
8704. 	b	4.18	0	-31.68	31.16	-64.4	-4.32	6.84	-5.6
8705. 	b	4.18	0	1.76	-45.92	55.2	0.24	-10.08	4.8
8706. 	b	4.18	0	-24.64	-37.72	-23.92	-3.36	-8.28	-2.08
8707. 	b	4.18	0	-5.28	68.88	-38.64	-0.72	15.12	-3.36
8708. 	Tau	1.777	0	-45.76	13.12	23.92	-6.24	2.88	2.08
